Job Title,Company,Experience,Salary,Location,Description,Skills
Tool Maker / Tooling Engineer,Hunter Douglas,3-5 Yrs,Not disclosed,Tada,"•Design and Selection of Tool, Die and Fixtures as per the production requirement. •Con...","Candidate trained by NTTF preferred, experience and knowledge about Press Tools and progressive dies, Good Communication In English, AutoCAD, Experienced from Sheet metal Industries. Involvement in NPD, Training, Sheet metal, Metal"
Production Engineer (Injection Moulding),Z Jobs,3-8 Yrs,1-5 Lacs PA,"Vapi, Dadra & Nagar Haveli/Silvassa, Daman & Diu","Knowledge of Caps and Closers molding process Knowledge of troubleshooting of PP, LDPE,...","CIPET, Moulds, Injection moulding, Injection, Injection Mould, Production, Machine, Production engineering"
Estate Manager,KR Facilities,5-10 Yrs,3-5 Lacs PA,"Ghaziabad, Uttar Pradesh",Handle all maintainance work in Society,"Maintenance Management, Property Management, Estate Management, Estate, Facility management, Property, Management, Maintenance"
"Production, Maintenance, Stores Executive, Purchase",Portal Hr Consultancy Services,3-8 Yrs,2.5-5 Lacs PA,"Haveri, Davangere",Maintenance Engineer Production Engineer Logistics / Stores Executive Purchase Executiv...,"Maintenance Engineer, Instruments, Production, Stores, Production engineering, Maintenance engineering, Purchase, Maintenance"
Machine Operator,Yashaswi Group,2-3 Yrs,2-3 Lacs PA,Chennai,Hiring for one of the FMCG!!! Job Profile-Machine Operator Job Location-Chennai Qualifi...,"Machine operating, Production, Machine, Maintenance, Operating"
Photo Copier Technician,Delhi Overseas,5-10 Yrs,Not disclosed,Saudi Arabia,3 years regular diploma is must. Relevant experience is Must and After diploma minimum ...,"Photo copier technician, Technician, Photocopier"
Medical Gas Technician,Delhi Overseas,5-9 Yrs,Not disclosed,Saudi Arabia,3 years regular diploma is must. Relevant experience is Must and After diploma minimum ...,"Medical gas technician, Gas, Medical, gas technician"
Home Appliance Technician,Delhi Overseas,5-8 Yrs,Not disclosed,Saudi Arabia,3 years regular diploma is must. Relevant experience is Must and After diploma minimum ...,"Home Appliance technician, Consumer, Appliances, Home appliances, Consumer electronics, Electronics, technician"
Fire Fighting Technician,Delhi Overseas,5-8 Yrs,Not disclosed,Saudi Arabia,3 years regular diploma is must. Relevant experience is Must and After diploma minimum ...,"fire fighting technician, Fire Fighting, Fire, Fighting"
Fire Fighting Technician,Delhi Overseas,5-8 Yrs,Not disclosed,Saudi Arabia,3 years regular diploma is must. Relevant experience is Must and After diploma minimum ...,"fire fighting technician, Fire Fighting, Fire, Fighting"
Book Binding technician (For printing Press),Delhi Overseas,5-10 Yrs,Not disclosed,Saudi Arabia,3 years regular diploma is must. Relevant experience is Must and After diploma minimum ...,"book binding technician, technician, Press, Printing"
Boiler Technician & Operator,Delhi Overseas,5-10 Yrs,Not disclosed,Saudi Arabia,3 years regular diploma is must. Relevant experience is Must and After diploma minimum ...,"technicians, Operations, Boiler, Operating"
Sr Engineer & Jr Engineer For Production,Kantaflex,2-7 Yrs,2-3 Lacs PA,"Gummidipoondi, Chennai","* Issuing of RM (structures, plates, casting & ID scrap) * BoQ * Overall production * C...","Reporting, Documentation, Machining, Cutting, Welding, SR, Production, Fabrication"
Quality Surveyor For Riyadh,Delhi Overseas,3-8 Yrs,Not disclosed,Saudi Arabia,Qualification - Diploma Civil Engineering . Minimum 3-6 years Experience AutoCAD knowle...,quality
"PLC Programmer (Male) in Automation Industry, Ambattur...",JTS Jobs Consultancy,3-5 Yrs,Not disclosed,Chennai,PLC Programmer - Male Permanent Job Exp: 3 to 5 yrs Sal: As per Industry Standard Quali...,"Plc - Scada Programming, Mitsubishi Plc, SIEMENS, OMRON, SCADA, Ab, SCADA Programming, Delta"
Shift Engineer,Winsome Textile Industries,1-3 Yrs,Not disclosed,"Baddi, Himachal Pradesh",Focused working for Winding Quality and Lab Solve Technical issues/ problems along with...,"Dyes, Chemical, production, DH- PDC, Dyeing, Pdc, Wind, Quality"
Joinery Estimator (wooden Furniture's and Fit-outs),Chokhi Dhani Group,4-7 Yrs,15-19 Lacs PA,"Dubai, UAE","Prepares work to be estimated by gathering proposals, blueprints, specifications, and r...","Joinery, Cost Analysis, Estimation, Cost Estimation, Cost, Furniture, Analysis, S"
Civil Engineer,Chokhi Dhani Group,4-8 Yrs,Not disclosed,"Jaipur, Rajasthan",Developing detailed designs. Doing feasibility assessments and site inspections. Prepar...,"Civil, Engineering, Civil engineering"
VP Construction - Civil Real Estate,Aarons Visions,7-12 Yrs,40-95 Lacs PA,"Hybrid - Australia, Singapore, Canada","Customers, Contractors, Suppliers and Relationship Management. Responsible for overall ...","Project Administration, Project Management, Real Estate, Management, Execution, Construction, Construction management, Project execution"
"Construction Project Manager - Steel, Metals or Mining",Aarons Visions,7-12 Yrs,55-95 Lacs PA,"Hybrid - Australia, Singapore, Canada",Lead a team of project management professionals to provide project oversight and manage...,"Design, Engineering, Construction Management, Project Management, Real Estate, Feed, Construction, Infrastructure"
Project Head ( AGM )-Construction Project,Aarons Visions,7-12 Yrs,40-95 Lacs PA,"Hybrid - Australia, Singapore, Canada",Construction of high-end construction projects. experience in the integration and coord...,"Engineering, Construction Management, Project Management, Execution, Agm, Civil engineering, Feed, Construction engineering"
Senior Civil Engineer/Lead Civil Engineer/Project Construction Manager,Aarons Visions,7-12 Yrs,40-95 Lacs PA,"Hybrid - Australia, Singapore, Canada","Design, detailed design, structural design, FEED, EPC.","Civil Engineering, Real Estate, Feed, Construction, Construction projects, Civil, Design, Estate"
CNC VMC Programmer,Jsk Placement Services,1-3 Yrs,Not disclosed,"Unnao, Kanpur, Kanpur Dehat",".1 Prepare and operate CNC machines to perform tasks such as drilling, grinding, millin...","Welding, Operating, CNC, Fabrication, Equipment manufacturing, Maintenance engineering, Engineering, Drilling"
Plant Head For Nepal,Smile Management Solutions,13-23 Yrs,12-18 Lacs PA,Nepal,"min 12 yrs experience in soap/detergent manufacturing industry in plant operation, main...","Plant, Manufacturing Industry, SOAP, Plant Operation, Operations, Manufacturing, willing to relocate to Cnandigarh, min 12 yrs experience in soap/detergent manufacturing industry in plant operation"
Electrical Design Engineer,JSC Golla Engineering,5-8 Yrs,6.5-12 Lacs PA,Chennai,*Design of all Electrical Equipment's layout. *Good knowledge in Etap software.,"Single Line Diagram, Electrical Design, ETAP, Electrical Engineering, Line, Electricals, Design, Engineering"
Cutting Master,HDI Outsourcing Services,10-15 Yrs,4-5 Lacs PA,Faridabad(Mewala),"Experience in home furnishing, salary 40k+. interested candidates can call","Cutting, Home Furnishing, Furnishing"
Hiring A Production QMS Professional For Our Production & Packing Team,Unison Pharmaceuticals,2-5 Yrs,Not disclosed,Ahmedabad(Moraiya),Experience: 2-5 years . Job Role: QMS Documentation - Production and Packing .,"Packing Documentation, Quality Management System, QMS, Documentation, Production Documentation, Hiring, Production, System"
Civil Engineer,Chokhi Dhani Group,6-7 Yrs,3.75-5 Lacs PA,"Indore, Madhya Pradesh, Jaipur, Rajasthan","Looking for an innovative Civil Engineer to design, develop and construct a huge range ...","ensures safe project completion, echnical expertise, assesses risks, conducts site investigations, construction projects, Management, Risk assessment, Risk"
Mechanical Rotary Engineer,Hire Pundit Llp,9-14 Yrs,15-22.5 Lacs PA,"Chennai, Tamil Nadu","Engineering & selection of Horizontal, Vertical, Screw, dosing, and submergible Pumps &...","Rotating Equipments, Rotary Design Engineer, Rotary, Rotating, Gas, Water treatment, Design, Waste management"
Service Technician,Yashaswi Group,1-2 Yrs,1.25-2 Lacs PA,Indore,Hiring for one of the company- Job Profile-Service Technician Job Location-Indore Gende...,"ITI, Technician"
Service Engineer,Yashaswi Group,5-8 Yrs,2.5-4.75 Lacs PA,Indore,Urgently hiring for one the company- Job Profile-Transformer Service Engineer Job Locat...,"Transformers, Service engineering, Cables, Servicing"
Commercial AC Technician,Login Consultancy.com,2-3 Yrs,3-5 Lacs PA,Jabalpur,Required Work Experience : 02 to 03 yrs experience in maintenance of commercial AC/ Chi...,"Ac, Air Conditioning, Maintenance, Commercial"
Mechanical Engineer,Antritech Pvt. Ltd.,5-10 Yrs,4-7 Lacs PA,Remote,NEED A Experience MECHANICAL ENGINEER FOR A REPUTED RMC PLANT IN DELHI & NCR. WELCOME.,"Mechanical engineering, Mechanical, MACHENICAL ENGINEER REQUIRED"
Engineer - Tool / Mold Maintenance( Auto Plastic / Injection Molding ),Adonis Recruitment Consultants,3-8 Yrs,3-3.5 Lacs PA,"Oragadam/Oragaram, Sriperumbudur, Vallam Oragadam","Focus on MOLD MAINTENANCE, TOOL TRIALS, TOOL CORRECTION, MOLD PREVENTIVE, and MOLD rela...","mold maintenance, Injection, Plastic, Preventive, Room, Plastic injection molding, Corrective maintenance, Moulds"
Mechanical Static Design Engineer,Hire Pundit Llp,8-13 Yrs,Not disclosed,"Chennai, Tamil Nadu","1- Experience with pressure vessels, tanks and Heat exchanges preferable in Water Indus...","Heat Exchangers, Static Equipment, PV Elite, Pressure Vessels, Static Equipment Design, Pressure, ASME, Press"
Quantity Surveyor,Bright International,5-10 Yrs,Not disclosed,Saudi Arabia,"A Quantity Surveyor, or a Surveyor, manages the cost of construction projects. Their du...","Quantity Surveying, Construction management, Estimation, Construction, Quantity, Construction Project, Survey, Cost"
Tunnel Engineer,Bright International,5-10 Yrs,Not disclosed,Saudi Arabia,"In this role, you will be required to plan out the tunneling phases, calculate project ...","Tunnel engineering, Project, Construction, Tunneling, Design, Tunnel, Project management, Management"
Calibration Engineer,Bright International,4-5 Yrs,Not disclosed,Saudi Arabia,Must have 4-5 years of relevant experience in the field of calibration Must be well exp...,"Calibration Engineering, Electrical engineering, Calibration, Chemical engineering, Chemical, Analytical, Electricals, Mechanical engineering"
EOT Crane Installation & Commissioning Engineer - Crane Industry Only,Bhagat Hr Services,4-5 Yrs,5-6 Lacs PA,"Chennai, Tamil Nadu",Overhead crane Installation and Commissioning on site handle Electrical and Mechanical ...,"Service & Crane Installation Commissioning, Overhead crane Installation, Repair the hoist, Hoist electrical Breakdown maintenance, Electrical services Engineer, EOT cranes, Maintenance, Panels"
ELECTRICAL FOREMAN,Gulfa Manpower Consultants,5-10 Yrs,4-7 Lacs PA,Saudi Arabia,EXPERIENCE IN ELECTRO & MECHANICAL COMPANY,"Electricals, Electrical maintenance, Maintenance"
Maintenance Specialist,Roots Recruitment Services,3-4 Yrs,6.5-7 Lacs PA,Qatar,Need experience who is specialize with Food/Meat Production Equipment & Machineries.(Fo...,"Equipment, meat production, Machineries, Food, Inspection, Production, Process, Meat"
General Technician,Roots Recruitment Services,3-4 Yrs,6.5-7 Lacs PA,Qatar,"All maintenance related repairs for the dry warehouse, cold warehouse, food production ...","Maintenance, Equipment, Machineries, Food, Cold, Inspection, Food production, Production"
DGM Boiler,Career Usher,15-24 Yrs,30-40 Lacs PA,Near Bareilly,Responsible heading the operations & maintenance of a 55 MW Captive Power Plant.BE - Me...,"DGM Power Plant, Head Power Plant, AGM Power Plant, DGM Boiler, Heading, Agm, Power plant, DGM"
Junior Civil Engineer,Trine Projects India,1-4 Yrs,Not disclosed,Ahmedabad,"Looking after all site activities like RCC work, Brick work, Plaster work, Finishing wo...","Civil Engineering, Site Execution, Building Project, Management, Site, High Rise, Industrial, Residential"
Electronics Engineer For Oman,Jain Manpower Consultants,4-7 Yrs,5-6 Lacs PA,Oman,Must have the experience of fire fighting fire alarm.,"Electronic Components, Electronics Engineering, Electronics, Engineering, Components"
Project Coordinator,Placement Leadership Team,5-10 Yrs,7-8 Lacs PA,"Kolkata, West Bengal(Salt Lake)","assessment of line material required for the project rising of PRI, Correspondents with...","Project Handling, Training, Documentation, Corporate, Management, Execution, Management skills, Communication skills"
Hydro Testing Supervisor,Gulfa Manpower Consultants,3-8 Yrs,6-10 Lacs PA,Saudi Arabia,"Conduct hydrostatic tests on various steel products components to ensure integrity, saf...","Hydro, Software testing, Hydro testing"
"Piping Engineer-stress,layout,material",Step Up Placements,5-10 Yrs,5.5-15.5 Lacs PA,"Greater Noida, Uttar Pradesh","looking for piping Engineer for one of the engineers Departments are layout, stress, Ma...","piping material, Piping Layout, Piping Stress Analysis, Analysis, Materials, Layout, Piping, Stress analysis"
Solar Panel - Electrical Maintenance,Clean Science And Technology,4-8 Yrs,Not disclosed,"Daund, Maharashtra, Kurkumbh,",Maintain & Monitor solar PV system. Technical support providing for OA team & Rooftop t...,"Solar, VCB, Acb, Electrical installation, Technical, Electrical maintenance, Solar Panel, Energy"
Welding Foreman/Supervisor,Gulfa Manpower Consultants,3-8 Yrs,5-8 Lacs PA,Saudi Arabia,Overseeing and manage welding processes during the production.supervise lead a team of ...,"Inspection, Welding, Supervision, Welding inspection"
Injection Molding Engineer,Selection Point,1-5 Yrs,1.75-3.5 Lacs PA,"Bhopal, Madhya Pradesh","Should havegood experience of plastic PP, like PPCP, ABS, SAN","Operating, Injection, Moulds, Application, Injection moulding, Field, Those with experience in the below fields are encouraged to apply. Injection Molding Technician Injection Molding Operator / Injection Molding of LSR"
Automation Project Engineer (Siemens programmer) - MNC Engineering,Crown HR Services,3-4 Yrs,6-7 Lacs PA,Vadodara,Creates & modifies Siemens programmable logic controller(PLC)programs & Human Machine I...,"Id, P, Automation engineering, Program, Development, Project engineering, HMI, Variable frequency drives"
Required Pattern Master- Ethnic (Garment),Komal Tex Fab,7-12 Yrs,4-6 Lacs PA,Ahmedabad(Narol),"Knowledge of different methods of pattern making (flat pattern method, draping method a...","Pattern Making, CAD, Management, Garments, Design patterns, Sewing, Ethnic, Stitching"
Deputy Manager -ETP & MEE,Nava Bharat,5-10 Yrs,6-10 Lacs PA,"Jangareddigudem, Andhra Pradesh","Experience in recent treatment technologies in Water/Waste water Treatment like ETP, ME...","ETP, Aeration, Effluent Treatment, anaerobic digestion, Mee, Management, RO"
Blaster/Painting Supervisor,Gulfa Manpower Consultants,4-9 Yrs,7-12 Lacs PA,Saudi Arabia,"Oversee, coordinates all activities related to the surface preparation, coating, painti...","Blasting, Blast, Painting"
Asst.Manager -Process eng,Fortune Millennium Management Consultants,2-4 Yrs,Not disclosed,"Kochi/ Cochin, Kerala",2+ B.Tech (chem) eng from a reputed carbon black mfg organisation. participate in PT in...,"Leadership Skills, Organization skills, Process, Communication skills, Leadership"
